NLMS Adaption MSE: munching noise,NLMS Speech MSE: munching noise,NLMS Mean SNR: munching noise,NLMS Mean Delta SNR: munching noise,NLMS Mean Clock-time: munching noise
0.0037222715615239654,0.0006327991837111182,7.271396661896342,6.73296807798385,3.518141713257474
