NLMS Adaption MSE: babble noise,NLMS Speech MSE: babble noise,NLMS Mean SNR: babble noise,NLMS Mean Delta SNR: babble noise,NLMS Mean Clock-time: babble noise
0.00354622725452541,0.0005969985085941112,7.3234170646917285,7.254736411426933,3.60979321277571
