NLMS Adaption MSE: babble noise,NLMS Speech MSE: babble noise,NLMS Mean SNR: babble noise,NLMS Mean Delta SNR: babble noise,NLMS Mean Clock-time: babble noise,NLMS Mean Convergence-time: babble noise
0.005302879854765648,0.003051426126833936,0.22619184648469184,0.15751119321989804,4.216839725531086,0.0005972222222222222
