LMS Adaption MSE: washer_dryer noise,LMS Speech MSE: washer_dryer noise,LMS Mean SNR: washer_dryer noise,LMS Mean Clock-time: washer_dryer noise
0.003993983089750756,0.0071552577195507575,-3.325853796493436,0.9714315397996313
