LMS Adaption MSE: typing noise,LMS Speech MSE: typing noise,LMS Mean SNR: typing noise,LMS Mean Delta SNR: typing noise,LMS Mean Clock-time: typing noise
0.0032001680074013085,3.954289904809426e-05,19.857643184579953,19.765132777101705,2.64719096788839
