APA Adaption MSE: typing noise,APA Speech MSE: typing noise,APA Mean SNR: typing noise,APA Mean Delta SNR: typing noise,APA Mean Clock-time: typing noise,APA Mean Convergence-time: typing noise
0.004698258503626628,0.0015447401110877616,3.6452953525155234,3.5527849450372715,10.810873771403244,0.0013796296296296295
