NLMS Adaption MSE: typing noise,NLMS Speech MSE: typing noise,NLMS Mean SNR: typing noise,NLMS Mean Delta SNR: typing noise,NLMS Mean Clock-time: typing noise
0.004121428458819257,0.0010603072282644266,5.37428761897739,5.281777211499139,3.5430999458476435
