APA Adaption MSE: typing noise,APA Speech MSE: typing noise,APA Mean SNR: typing noise,APA Mean Delta SNR: typing noise,APA Mean Clock-time: typing noise,APA Mean Convergence-time: typing noise
0.005879691275036208,0.00364624866610419,-0.5922571400911241,-0.6847675475693753,11.467146860668436,0.00030324074074074075
