NLMS Adaption MSE: washer_dryer noise,NLMS Speech MSE: washer_dryer noise,NLMS Mean SNR: washer_dryer noise,NLMS Mean Delta SNR: washer_dryer noise,NLMS Mean Clock-time: washer_dryer noise,NLMS Mean Convergence-time: washer_dryer noise
0.005744035963750416,0.0032500092924872804,-0.10716820879143514,-0.1071280071779957,4.018203532221917,0.0
