FDNLMS Adaption MSE: washer_dryer noise,FDNLMS Speech MSE: washer_dryer noise,FDNLMS Mean SNR: washer_dryer noise,FDNLMS Mean Delta SNR: washer_dryer noise,FDNLMS Mean Clock-time: washer_dryer noise,FDNLMS Mean Convergence-time: washer_dryer noise
0.0011217109462163483,0.000790949134531138,2.264291509618383,-0.0008934535803315656,0.2591069088580466,0.00044907407407407407
