NLMS Adaption MSE: washer_dryer noise,NLMS Speech MSE: washer_dryer noise,NLMS Mean SNR: washer_dryer noise,NLMS Mean Delta SNR: washer_dryer noise,NLMS Mean Clock-time: washer_dryer noise
0.0037649264967030923,0.000806938849728439,5.981701309992259,5.981741511605697,3.5883648325581343
