LMS Adaption MSE: washer_dryer noise,LMS Speech MSE: washer_dryer noise,LMS Mean SNR: washer_dryer noise,LMS Mean Delta SNR: washer_dryer noise,LMS Mean Clock-time: washer_dryer noise
nan,nan,nan,nan,nan
