APA Adaption MSE: air_conditioner noise,APA Speech MSE: air_conditioner noise,APA Mean SNR: air_conditioner noise,APA Mean Delta SNR: air_conditioner noise,APA Mean Clock-time: air_conditioner noise,APA Mean Convergence-time: air_conditioner noise
0.003374484014769854,0.00023662517808650804,11.660364513952446,11.660365599017869,10.49385521363217,0.006627314814814815
