NLMS Adaption MSE: air_conditioner noise,NLMS Speech MSE: air_conditioner noise,NLMS Mean SNR: air_conditioner noise,NLMS Mean Delta SNR: air_conditioner noise,NLMS Mean Clock-time: air_conditioner noise,NLMS Mean Convergence-time: air_conditioner noise
0.0057868291800562445,0.003086613479629121,0.11912326207778695,0.11912434714320816,4.199786165438127,0.0006435185185185185
