FDNLMS Adaption MSE: air_conditioner noise,FDNLMS Speech MSE: air_conditioner noise,FDNLMS Mean SNR: air_conditioner noise,FDNLMS Mean Delta SNR: air_conditioner noise,FDNLMS Mean Clock-time: air_conditioner noise,FDNLMS Mean Convergence-time: air_conditioner noise
0.0019943560404366042,0.0019039553390497901,-2.372689772879972,-3.5055125919315375,0.2759155226608359,0.001627314814814815
