APA Adaption MSE: air_conditioner noise,APA Speech MSE: air_conditioner noise,APA Mean SNR: air_conditioner noise,APA Mean Delta SNR: air_conditioner noise,APA Mean Clock-time: air_conditioner noise,APA Mean Convergence-time: air_conditioner noise
0.005768540268207275,0.0033273047969858173,-0.21656128524409543,-0.2165602001786742,11.743479775853404,0.00042592592592592584
