FDNLMS Adaption MSE: air_conditioner noise,FDNLMS Speech MSE: air_conditioner noise,FDNLMS Mean SNR: air_conditioner noise,FDNLMS Mean Delta SNR: air_conditioner noise,FDNLMS Mean Clock-time: air_conditioner noise,FDNLMS Mean Convergence-time: air_conditioner noise
0.002057743027691292,0.0019039684583876,1.0415063000317593,-0.09131651901980603,0.266838259145583,0.001627314814814815
