LMS Adaption MSE: air_conditioner noise,LMS Speech MSE: air_conditioner noise,LMS Mean SNR: air_conditioner noise,LMS Mean Delta SNR: air_conditioner noise,LMS Mean Clock-time: air_conditioner noise
0.00319862949911433,3.8841633068241726e-05,19.849995303174865,19.84999638824029,2.650081959107882
