NLMS Adaption MSE: air_conditioner noise,NLMS Speech MSE: air_conditioner noise,NLMS Mean SNR: air_conditioner noise,NLMS Mean Delta SNR: air_conditioner noise,NLMS Mean Clock-time: air_conditioner noise
0.0038027392213410135,0.0008479266141626272,5.7378203553026585,5.737821440368081,3.5862666008146737
