RLS Adaption MSE: air_conditioner noise,RLS Speech MSE: air_conditioner noise,RLS Mean SNR: air_conditioner noise,RLS Mean Delta SNR: air_conditioner noise,RLS Mean Clock-time: air_conditioner noise
0.003204787477660673,7.265200139076177e-05,16.419906465936133,16.419907551001554,13.73963539455198
