FDNLMS Adaption MSE: cafe noise,FDNLMS Speech MSE: cafe noise,FDNLMS Mean SNR: cafe noise,FDNLMS Mean Delta SNR: cafe noise,FDNLMS Mean Clock-time: cafe noise,FDNLMS Mean Convergence-time: cafe noise
0.0015345670563604295,0.0013016775502213015,-21.19349889046277,0.0005277872009947041,0.2723400546000684,2.3148148148148154e-05
