APA Adaption MSE: cafe noise,APA Speech MSE: cafe noise,APA Mean SNR: cafe noise,APA Mean Delta SNR: cafe noise,APA Mean Clock-time: cafe noise,APA Mean Convergence-time: cafe noise
0.0034178710131327673,0.0002743187781493718,11.088420114336168,11.08842276129711,10.800544043892943,6.25e-05
