APA Adaption MSE: cafe noise,APA Speech MSE: cafe noise,APA Mean SNR: cafe noise,APA Mean Delta SNR: cafe noise,APA Mean Clock-time: cafe noise,APA Mean Convergence-time: cafe noise
0.005561433154511841,0.003329135475540749,-0.21901616767931184,-0.2190135207183724,11.38578468374908,6.944444444444445e-06
