FDNLMS Adaption MSE: cafe noise,FDNLMS Speech MSE: cafe noise,FDNLMS Mean SNR: cafe noise,FDNLMS Mean Delta SNR: cafe noise,FDNLMS Mean Clock-time: cafe noise,FDNLMS Mean Convergence-time: cafe noise
0.0015888783014731441,0.001301691444349812,-21.193546963337095,0.0004797143266698593,0.27627435370555353,2.3148148148148154e-05
