NLMS Adaption MSE: cafe noise,NLMS Speech MSE: cafe noise,NLMS Mean SNR: cafe noise,NLMS Mean Delta SNR: cafe noise,NLMS Mean Clock-time: cafe noise
0.003623837856240998,0.0006004904295101235,7.363140916929153,7.363143563890092,3.6264452257805884
