NLMS Adaption MSE: cafe noise,NLMS Speech MSE: cafe noise,NLMS Mean SNR: cafe noise,NLMS Mean Delta SNR: cafe noise,NLMS Mean Clock-time: cafe noise,NLMS Mean Convergence-time: cafe noise
0.005018168283906784,0.0022162941961472887,1.8360816660196022,1.8360843129805418,4.075830040585801,2.777777777777778e-05
